cluster,length,contig_id,per_identity,rep
Cluster 4598,1608,t1_NODE_731_length_1608_cov_12.267225,100.00,True
Cluster 4599,1608,t1_NODE_732_length_1608_cov_3.691565,100.00,True
Cluster 4600,1607,t1_NODE_87_length_1607_cov_1.881443,100.00,True
Cluster 4600,1189,t1_NODE_825_length_1189_cov_1.750441,95.96,False
Cluster 4601,1607,t1_NODE_957_length_1607_cov_4.349871,100.00,True
Cluster 4602,1607,t1_NODE_958_length_1607_cov_4.074742,100.00,True
Cluster 4603,1120,t1_NODE_394_length_1120_cov_2.131455,87.95,False
Cluster 4603,1607,t1_NODE_959_length_1607_cov_3.706830,100.00,True
Cluster 4603,1137,t1_NODE_1062_length_1137_cov_2.515712,97.19,False
Cluster 4603,1284,t1_NODE_1156_length_1284_cov_2.414158,97.90,False
Cluster 4604,1607,t1_NODE_393_length_1607_cov_5.202320,100.00,True
Cluster 4605,1607,t1_NODE_394_length_1607_cov_2.590206,100.00,True
Cluster 4606,1607,t1_NODE_385_length_1607_cov_3.655928,100.00,True
Cluster 4607,1468,t1_NODE_439_length_1468_cov_4.046709,93.19,False
Cluster 4607,1607,t1_NODE_378_length_1607_cov_3.987113,100.00,True
Cluster 4608,1075,t1_NODE_1172_length_1075_cov_2.376471,90.70,False
Cluster 4608,1186,t1_NODE_2339_length_1186_cov_4.292661,89.29,False
Cluster 4608,1002,t1_NODE_1485_length_1002_cov_2.652587,93.91,False
Cluster 4608,1212,t1_NODE_957_length_1212_cov_3.205704,88.20,False
Cluster 4608,1607,t1_NODE_480_length_1607_cov_6.302835,100.00,True
Cluster 4609,1607,t1_NODE_614_length_1607_cov_5.160438,100.00,True
Cluster 4610,1607,t1_NODE_615_length_1607_cov_3.374356,100.00,True
Cluster 4611,1607,t1_NODE_355_length_1607_cov_3.747423,100.00,True
Cluster 4612,1007,t1_NODE_3647_length_1007_cov_5.978992,97.82,False
Cluster 4612,1607,t1_NODE_733_length_1607_cov_5.393686,100.00,True
Cluster 4613,1606,t1_NODE_86_length_1606_cov_4.343005,100.00,True
Cluster 4613,1062,t1_NODE_1281_length_1062_cov_8.124131,86.72,False
Cluster 4613,1105,t1_NODE_420_length_1105_cov_3.525714,85.34,False
Cluster 4613,1021,t1_NODE_478_length_1021_cov_2.833333,85.01,False
Cluster 4614,1606,t1_NODE_960_length_1606_cov_14.919407,100.00,True
Cluster 4615,1075,t1_NODE_493_length_1075_cov_3.512745,97.30,False
Cluster 4615,1064,t1_NODE_125_length_1064_cov_3.207136,97.56,False
Cluster 4615,1036,t1_NODE_851_length_1036_cov_5.152905,98.65,False
Cluster 4615,1606,t1_NODE_961_length_1606_cov_8.649259,100.00,True
Cluster 4615,1252,t1_NODE_290_length_1252_cov_4.844612,96.73,False
Cluster 4615,1169,t1_NODE_912_length_1169_cov_7.806104,98.37,False
Cluster 4615,1377,t1_NODE_539_length_1377_cov_8.075643,97.10,False
Cluster 4615,1097,t1_NODE_1173_length_1097_cov_5.267754,97.27,False
Cluster 4615,1026,t1_NODE_1326_length_1026_cov_7.760041,96.98,False
Cluster 4615,1073,t1_NODE_965_length_1073_cov_6.861493,98.79,False
Cluster 4615,1157,t1_NODE_400_length_1157_cov_4.394737,95.07,False
Cluster 4615,1052,t1_NODE_1714_length_1052_cov_7.332999,98.38,False
Cluster 4615,1040,t1_NODE_216_length_1040_cov_2.750254,96.92,False
Cluster 4615,1224,t1_NODE_1320_length_1224_cov_4.366125,98.45,False
Cluster 4615,1025,t1_NODE_1196_length_1025_cov_3.807216,97.17,False
Cluster 4615,1410,t1_NODE_335_length_1410_cov_5.405904,96.45,False
Cluster 4616,1606,t1_NODE_963_length_1606_cov_7.586074,100.00,True
Cluster 4617,1606,t1_NODE_964_length_1606_cov_3.106383,100.00,True
Cluster 4618,1084,t1_NODE_489_length_1084_cov_3.769679,88.65,False
Cluster 4618,1606,t1_NODE_131_length_1606_cov_3.921341,100.00,True
Cluster 4619,1418,t1_NODE_562_length_1418_cov_6.713866,93.86,False
Cluster 4619,1606,t1_NODE_132_length_1606_cov_2.960671,100.00,True
Cluster 4620,1606,t1_NODE_454_length_1606_cov_3.366860,100.00,True
Cluster 4621,1606,t1_NODE_481_length_1606_cov_2.903933,100.00,True
Cluster 4622,1045,t1_NODE_3301_length_1045_cov_3.594949,95.41,False
Cluster 4622,1021,t1_NODE_575_length_1021_cov_1.690476,95.40,False
Cluster 4622,1606,t1_NODE_482_length_1606_cov_2.328175,100.00,True
Cluster 4623,1606,t1_NODE_616_length_1606_cov_6.374597,100.00,True
Cluster 4624,1606,t1_NODE_618_length_1606_cov_3.638943,100.00,True
Cluster 4625,1606,t1_NODE_158_length_1606_cov_3.254674,100.00,True
Cluster 4626,1605,t1_NODE_128_length_1605_cov_3.921290,100.00,True
Cluster 4626,1105,t1_NODE_1145_length_1105_cov_4.436190,99.91,False
Cluster 4627,1605,t1_NODE_302_length_1605_cov_2.602581,100.00,True
Cluster 4627,1044,t1_NODE_1297_length_1044_cov_3.695652,94.44,False
Cluster 4627,1067,t1_NODE_227_length_1067_cov_2.890316,89.88,False
Cluster 4628,1605,t1_NODE_342_length_1605_cov_10.835484,100.00,True
Cluster 4629,1605,t1_NODE_133_length_1605_cov_2.915484,100.00,True
Cluster 4630,1138,t1_NODE_381_length_1138_cov_7.221607,99.12,False
Cluster 4630,1605,t1_NODE_455_length_1605_cov_21.507097,100.00,True
Cluster 4631,1605,t1_NODE_619_length_1605_cov_3.274839,100.00,True
Cluster 4632,1605,t1_NODE_367_length_1605_cov_4.167097,100.00,True
Cluster 4633,1101,t1_NODE_451_length_1101_cov_9.179732,98.55,False
Cluster 4633,1003,t1_NODE_157_length_1003_cov_3.333333,98.90,False
Cluster 4633,1306,t1_NODE_238_length_1306_cov_2.964828,98.70,False
Cluster 4633,1300,t1_NODE_397_length_1300_cov_9.042570,94.69,False
Cluster 4633,1138,t1_NODE_966_length_1138_cov_9.574331,99.38,False
Cluster 4633,1089,t1_NODE_267_length_1089_cov_3.025145,98.35,False
Cluster 4633,1604,t1_NODE_966_length_1604_cov_12.551969,100.00,True
Cluster 4633,1391,t1_NODE_208_length_1391_cov_4.831587,98.99,False
Cluster 4633,1024,t1_NODE_808_length_1024_cov_5.737874,99.12,False
Cluster 4633,1255,t1_NODE_730_length_1255_cov_7.220000,98.33,False
Cluster 4633,1552,t1_NODE_379_length_1552_cov_11.081496,93.30,False
Cluster 4633,1240,t1_NODE_715_length_1240_cov_9.092827,98.95,False
Cluster 4633,1151,t1_NODE_168_length_1151_cov_4.443431,98.18,False
Cluster 4633,1269,t1_NODE_846_length_1269_cov_11.637562,99.05,False
Cluster 4633,1123,t1_NODE_171_length_1123_cov_2.825843,98.75,False
Cluster 4633,1155,t1_NODE_1004_length_1155_cov_4.874545,99.05,False
Cluster 4633,1264,t1_NODE_739_length_1264_cov_7.900744,99.29,False
Cluster 4633,1119,t1_NODE_563_length_1119_cov_9.638158,98.66,False
Cluster 4633,1314,t1_NODE_407_length_1314_cov_4.671962,98.55,False
Cluster 4633,1061,t1_NODE_1006_length_1061_cov_8.412525,98.49,False
Cluster 4633,1084,t1_NODE_484_length_1084_cov_4.991254,98.25,False
Cluster 4633,1130,t1_NODE_433_length_1130_cov_4.948837,98.94,False
Cluster 4633,1004,t1_NODE_494_length_1004_cov_5.409905,99.20,False
Cluster 4633,1239,t1_NODE_908_length_1239_cov_7.570946,98.79,False
Cluster 4633,1370,t1_NODE_790_length_1370_cov_5.728517,96.72,False
Cluster 4633,1275,t1_NODE_1187_length_1275_cov_9.485246,99.22,False
Cluster 4633,1148,t1_NODE_416_length_1148_cov_6.749314,96.17,False
Cluster 4633,1074,t1_NODE_1057_length_1074_cov_8.201178,98.32,False
Cluster 4633,1467,t1_NODE_957_length_1467_cov_13.837110,97.27,False
Cluster 4634,1604,t1_NODE_967_length_1604_cov_3.895416,100.00,True
Cluster 4635,1051,t1_NODE_3252_length_1051_cov_8.456827,91.82,False
Cluster 4635,1604,t1_NODE_201_length_1604_cov_3.021950,100.00,True
Cluster 4636,1604,t1_NODE_379_length_1604_cov_4.474500,100.00,True
Cluster 4637,1604,t1_NODE_358_length_1604_cov_5.081988,100.00,True
Cluster 4638,1604,t1_NODE_734_length_1604_cov_5.074241,100.00,True
Cluster 4639,1604,t1_NODE_735_length_1604_cov_3.823757,100.00,True
Cluster 4640,1603,t1_NODE_88_length_1603_cov_1.151163,100.00,True
Cluster 4641,1603,t1_NODE_369_length_1603_cov_17.472222,100.00,True
Cluster 4641,1055,t1_NODE_1119_length_1055_cov_5.363000,100.00,False
Cluster 4642,1313,t1_NODE_144_length_1313_cov_1.865660,87.97,False
Cluster 4642,1603,t1_NODE_240_length_1603_cov_2.087209,100.00,True
Cluster 4643,1602,t1_NODE_87_length_1602_cov_1.811894,100.00,True
Cluster 4643,1353,t1_NODE_1595_length_1353_cov_4.953775,94.68,False
Cluster 4643,1048,t1_NODE_1277_length_1048_cov_3.521652,95.32,False
Cluster 4643,1379,t1_NODE_552_length_1379_cov_2.141994,92.89,False
Cluster 4643,1001,t1_NODE_1612_length_1001_cov_5.729387,85.01,False
Cluster 4643,1262,t1_NODE_745_length_1262_cov_5.505385,97.46,False
Cluster 4643,1236,t1_NODE_322_length_1236_cov_2.381880,95.47,False
Cluster 4643,1216,t1_NODE_361_length_1216_cov_3.245478,94.41,False
Cluster 4643,1313,t1_NODE_415_length_1313_cov_4.426073,97.11,False
Cluster 4643,1119,t1_NODE_2031_length_1119_cov_4.296053,89.45,False
Cluster 4644,1602,t1_NODE_969_length_1602_cov_2.784098,100.00,True
Cluster 4644,1358,t1_NODE_531_length_1358_cov_3.417498,94.92,False
Cluster 4644,1561,t1_NODE_792_length_1561_cov_2.577025,92.57,False
Cluster 4645,1602,t1_NODE_343_length_1602_cov_9.096315,100.00,True
Cluster 4646,1602,t1_NODE_125_length_1602_cov_2.579186,100.00,True
Cluster 4647,1602,t1_NODE_396_length_1602_cov_6.001939,100.00,True
Cluster 4647,1082,t1_NODE_485_length_1082_cov_4.475170,88.35,False
Cluster 4647,1076,t1_NODE_1334_length_1076_cov_5.160627,88.48,False
Cluster 4647,1004,t1_NODE_2685_length_1004_cov_8.233930,90.34,False
Cluster 4648,1602,t1_NODE_397_length_1602_cov_2.756303,100.00,True
Cluster 4649,1345,t1_NODE_341_length_1345_cov_3.559690,90.86,False
Cluster 4649,1602,t1_NODE_283_length_1602_cov_3.325145,100.00,True
Cluster 4649,1161,t1_NODE_1306_length_1161_cov_2.060579,91.39,False
Cluster 4649,1058,t1_NODE_1949_length_1058_cov_1.204387,90.55,False
Cluster 4649,1306,t1_NODE_599_length_1306_cov_3.192646,87.98,False
Cluster 4650,1157,t1_NODE_1086_length_1157_cov_5.324864,94.99,False
Cluster 4650,1602,t1_NODE_159_length_1602_cov_2.258565,100.00,True
Cluster 4651,1579,t1_NODE_478_length_1579_cov_2.967192,87.78,False
Cluster 4651,1139,t1_NODE_1610_length_1139_cov_1.845941,95.52,False
Cluster 4651,1602,t1_NODE_241_length_1602_cov_1.544279,100.00,True
Cluster 4652,1601,t1_NODE_306_length_1601_cov_3.725097,100.00,True
Cluster 4653,1601,t1_NODE_970_length_1601_cov_84.737387,100.00,True
Cluster 4654,1362,t1_NODE_1558_length_1362_cov_3.433053,91.12,False
Cluster 4654,1601,t1_NODE_332_length_1601_cov_2.034929,100.00,True
Cluster 4655,1601,t1_NODE_334_length_1601_cov_2.646831,100.00,True
Cluster 4656,1601,t1_NODE_399_length_1601_cov_4.454722,100.00,True
Cluster 4657,1601,t1_NODE_388_length_1601_cov_2.712807,100.00,True
Cluster 4658,1070,t1_NODE_499_length_1070_cov_5.510345,91.03,False
Cluster 4658,1393,t1_NODE_500_length_1393_cov_5.053064,92.75,False
Cluster 4658,1089,t1_NODE_1160_length_1089_cov_7.179884,88.34,False
Cluster 4658,1032,t1_NODE_1299_length_1032_cov_5.384852,92.44,False
Cluster 4658,1154,t1_NODE_1009_length_1154_cov_7.965423,85.27,False
Cluster 4658,1132,t1_NODE_998_length_1132_cov_6.046425,89.58,False
Cluster 4658,1601,t1_NODE_199_length_1601_cov_1.652005,100.00,True
Cluster 4658,1139,t1_NODE_639_length_1139_cov_3.602399,85.69,False
Cluster 4658,1075,t1_NODE_960_length_1075_cov_5.337255,89.21,False
Cluster 4658,1030,t1_NODE_562_length_1030_cov_3.573333,98.64,False
Cluster 4658,1121,t1_NODE_1667_length_1121_cov_12.843340,85.73,False
Cluster 4659,1601,t1_NODE_227_length_1601_cov_5.380336,100.00,True
Cluster 4660,1601,t1_NODE_284_length_1601_cov_5.892626,100.00,True
Cluster 4661,1601,t1_NODE_620_length_1601_cov_2.216688,100.00,True
Cluster 4662,1601,t1_NODE_736_length_1601_cov_2.553040,100.00,True
Cluster 4663,1600,t1_NODE_307_length_1600_cov_2.280906,100.00,True
Cluster 4664,1324,t1_NODE_374_length_1324_cov_3.200158,97.73,False
Cluster 4664,1600,t1_NODE_971_length_1600_cov_3.189644,100.00,True
Cluster 4664,1314,t1_NODE_623_length_1314_cov_3.735504,97.64,False
Cluster 4664,1076,t1_NODE_1332_length_1076_cov_4.003918,97.58,False
Cluster 4665,1114,t1_NODE_686_length_1114_cov_2.771483,97.49,False
Cluster 4665,1600,t1_NODE_972_length_1600_cov_3.147573,100.00,True
Cluster 4665,1552,t1_NODE_147_length_1552_cov_2.097528,96.59,False
Cluster 4666,1600,t1_NODE_336_length_1600_cov_2.751456,100.00,True
Cluster 4667,1137,t1_NODE_368_length_1137_cov_2.646950,98.77,False
Cluster 4667,1467,t1_NODE_425_length_1467_cov_4.827195,85.55,False
Cluster 4667,1445,t1_NODE_1312_length_1445_cov_3.941727,86.09,False
Cluster 4667,1345,t1_NODE_575_length_1345_cov_5.559690,96.36,False
Cluster 4667,1448,t1_NODE_71_length_1448_cov_3.833453,85.98,False
Cluster 4667,1481,t1_NODE_493_length_1481_cov_5.441094,85.96,False
Cluster 4667,1600,t1_NODE_381_length_1600_cov_8.153398,100.00,True
Cluster 4667,1439,t1_NODE_317_length_1439_cov_5.877168,98.19,False
Cluster 4667,1352,t1_NODE_473_length_1352_cov_3.835004,94.60,False
Cluster 4667,1074,t1_NODE_1339_length_1074_cov_5.724239,87.99,False
Cluster 4667,1398,t1_NODE_546_length_1398_cov_3.446016,85.05,False
Cluster 4667,1048,t1_NODE_542_length_1048_cov_4.723061,86.35,False
Cluster 4667,1542,t1_NODE_400_length_1542_cov_4.227976,85.28,False
Cluster 4667,1501,t1_NODE_898_length_1501_cov_7.979945,86.14,False
Cluster 4668,1031,t1_NODE_867_length_1031_cov_8.650615,91.27,False
Cluster 4668,1007,t1_NODE_554_length_1007_cov_4.133403,91.16,False
Cluster 4668,1131,t1_NODE_1009_length_1131_cov_8.633829,91.34,False
Cluster 4668,1061,t1_NODE_1393_length_1061_cov_6.197813,86.62,False
Cluster 4668,1600,t1_NODE_383_length_1600_cov_6.761165,100.00,True
Cluster 4668,1020,t1_NODE_982_length_1020_cov_2.702591,93.04,False
Cluster 4669,1019,t1_NODE_3549_length_1019_cov_4.033195,95.58,False
Cluster 4669,1037,t1_NODE_839_length_1037_cov_2.828921,94.50,False
Cluster 4669,1600,t1_NODE_458_length_1600_cov_7.554045,100.00,True
Cluster 4669,1194,t1_NODE_811_length_1194_cov_3.720808,97.49,False
Cluster 4669,1160,t1_NODE_1851_length_1160_cov_2.639819,99.14,False
Cluster 4670,1059,t1_NODE_798_length_1059_cov_2.219124,93.86,False
Cluster 4670,1272,t1_NODE_840_length_1272_cov_3.160230,96.31,False
Cluster 4670,1600,t1_NODE_486_length_1600_cov_3.086731,100.00,True
Cluster 4671,1600,t1_NODE_244_length_1600_cov_2.220712,100.00,True
Cluster 4672,1599,t1_NODE_308_length_1599_cov_6.930052,100.00,True
Cluster 4672,1100,t1_NODE_1161_length_1100_cov_2.803828,86.09,False
Cluster 4672,1181,t1_NODE_1772_length_1181_cov_12.614565,94.83,False
Cluster 4673,1599,t1_NODE_347_length_1599_cov_2.769430,100.00,True
Cluster 4673,1206,t1_NODE_784_length_1206_cov_4.280626,87.15,False
Cluster 4673,1362,t1_NODE_390_length_1362_cov_4.889824,85.46,False
Cluster 4674,1599,t1_NODE_402_length_1599_cov_2.937824,100.00,True
Cluster 4675,1162,t1_NODE_963_length_1162_cov_3.373984,97.93,False
Cluster 4675,1599,t1_NODE_403_length_1599_cov_2.884715,100.00,True
Cluster 4675,1228,t1_NODE_531_length_1228_cov_3.211424,95.85,False
Cluster 4676,1061,t1_NODE_3186_length_1061_cov_3.599404,99.34,False
Cluster 4676,1599,t1_NODE_487_length_1599_cov_2.812176,100.00,True
Cluster 4676,1279,t1_NODE_1177_length_1279_cov_1.868464,91.63,False
Cluster 4677,1335,t1_NODE_750_length_1335_cov_1.314844,96.70,False
Cluster 4677,1599,t1_NODE_621_length_1599_cov_3.875648,100.00,True
Cluster 4678,1599,t1_NODE_160_length_1599_cov_2.765544,100.00,True
Cluster 4679,1599,t1_NODE_245_length_1599_cov_4.035622,100.00,True
Cluster 4680,1599,t1_NODE_246_length_1599_cov_2.579016,100.00,True
Cluster 4681,1470,t1_NODE_1252_length_1470_cov_4.542049,96.19,False
Cluster 4681,1599,t1_NODE_740_length_1599_cov_3.392487,100.00,True
Cluster 4682,1048,t1_NODE_331_length_1048_cov_3.821752,90.74,False
Cluster 4682,1598,t1_NODE_123_length_1598_cov_3.799093,100.00,True
Cluster 4682,1344,t1_NODE_223_length_1344_cov_3.865787,96.43,False
Cluster 4682,1093,t1_NODE_290_length_1093_cov_4.435453,93.50,False
Cluster 4682,1543,t1_NODE_137_length_1543_cov_2.622984,94.56,False
Cluster 4682,1404,t1_NODE_608_length_1404_cov_7.106746,91.81,False
Cluster 4683,1598,t1_NODE_193_length_1598_cov_3.642903,100.00,True
Cluster 4684,1598,t1_NODE_309_length_1598_cov_3.885288,100.00,True
Cluster 4685,1598,t1_NODE_974_length_1598_cov_4.178224,100.00,True
Cluster 4685,1120,t1_NODE_1078_length_1120_cov_1.869484,89.64,False
Cluster 4686,1067,t1_NODE_464_length_1067_cov_1.452569,92.22,False
Cluster 4686,1598,t1_NODE_975_length_1598_cov_1.466623,100.00,True
Cluster 4687,1598,t1_NODE_404_length_1598_cov_2.411536,100.00,True
Cluster 4688,1571,t1_NODE_139_length_1571_cov_2.768470,91.66,False
Cluster 4688,1598,t1_NODE_462_length_1598_cov_2.677900,100.00,True
Cluster 4689,1598,t1_NODE_488_length_1598_cov_1.480233,100.00,True
Cluster 4690,1070,t1_NODE_3101_length_1070_cov_3.967488,95.51,False
Cluster 4690,1022,t1_NODE_556_length_1022_cov_2.074457,94.62,False
Cluster 4690,1257,t1_NODE_749_length_1257_cov_4.074875,95.39,False
Cluster 4690,1246,t1_NODE_416_length_1246_cov_4.145256,96.63,False
Cluster 4690,1302,t1_NODE_536_length_1302_cov_3.163593,94.85,False
Cluster 4690,1232,t1_NODE_342_length_1232_cov_2.235344,87.82,False
Cluster 4690,1054,t1_NODE_1408_length_1054_cov_3.099099,95.92,False
Cluster 4690,1064,t1_NODE_1907_length_1064_cov_6.544103,95.96,False
Cluster 4690,1040,t1_NODE_559_length_1040_cov_2.221320,95.87,False
Cluster 4690,1598,t1_NODE_359_length_1598_cov_2.251458,100.00,True
Cluster 4690,1006,t1_NODE_1021_length_1006_cov_3.966351,87.48,False
Cluster 4690,1067,t1_NODE_715_length_1067_cov_3.031621,94.66,False
Cluster 4691,1571,t1_NODE_334_length_1571_cov_2.691293,97.96,False
Cluster 4691,1008,t1_NODE_385_length_1008_cov_3.918153,94.74,False
Cluster 4691,1104,t1_NODE_2875_length_1104_cov_2.522402,93.93,False
Cluster 4691,1409,t1_NODE_513_length_1409_cov_5.915066,85.38,False
Cluster 4691,1348,t1_NODE_224_length_1348_cov_4.682135,88.87,False
Cluster 4691,1152,t1_NODE_1016_length_1152_cov_3.638104,94.44,False
Cluster 4691,1305,t1_NODE_674_length_1305_cov_3.658400,90.11,False
Cluster 4691,1321,t1_NODE_771_length_1321_cov_3.990521,90.01,False
Cluster 4691,1036,t1_NODE_1807_length_1036_cov_4.018349,95.66,False
Cluster 4691,1418,t1_NODE_871_length_1418_cov_5.236244,89.28,False
Cluster 4691,1342,t1_NODE_258_length_1342_cov_5.069153,88.60,False
Cluster 4691,1598,t1_NODE_741_length_1598_cov_4.900194,100.00,True
Cluster 4692,1597,t1_NODE_63_length_1597_cov_5.684176,100.00,True
Cluster 4693,1597,t1_NODE_976_length_1597_cov_4.267834,100.00,True
Cluster 4694,1597,t1_NODE_977_length_1597_cov_4.097276,100.00,True
Cluster 4695,1597,t1_NODE_978_length_1597_cov_2.883268,100.00,True
Cluster 4695,1293,t1_NODE_656_length_1293_cov_2.003231,99.54,False
Cluster 4695,1438,t1_NODE_662_length_1438_cov_2.916124,98.05,False
Cluster 4695,1262,t1_NODE_1472_length_1262_cov_2.555924,88.35,False
Cluster 4696,1597,t1_NODE_979_length_1597_cov_2.817121,100.00,True
Cluster 4697,1597,t1_NODE_203_length_1597_cov_3.940337,100.00,True
Cluster 4698,1310,t1_NODE_662_length_1310_cov_2.117131,97.86,False
Cluster 4698,1597,t1_NODE_405_length_1597_cov_2.476005,100.00,True
Cluster 4698,1079,t1_NODE_452_length_1079_cov_5.662109,96.39,False
Cluster 4698,1129,t1_NODE_170_length_1129_cov_8.708566,94.69,False
Cluster 4698,1292,t1_NODE_1135_length_1292_cov_4.172191,96.05,False
Cluster 4698,1408,t1_NODE_367_length_1408_cov_5.666667,95.45,False
Cluster 4698,1163,t1_NODE_20_length_1163_cov_3.063177,98.37,False
Cluster 4698,1196,t1_NODE_1702_length_1196_cov_5.474145,88.55,False
Cluster 4699,1150,t1_NODE_616_length_1150_cov_5.897717,87.48,False
Cluster 4699,1016,t1_NODE_1369_length_1016_cov_4.245578,89.37,False
Cluster 4699,1010,t1_NODE_612_length_1010_cov_3.043979,87.13,False
Cluster 4699,1023,t1_NODE_534_length_1023_cov_3.666322,91.30,False
Cluster 4699,1597,t1_NODE_464_length_1597_cov_3.475357,100.00,True
Cluster 4699,1123,t1_NODE_723_length_1123_cov_3.483146,86.20,False
Cluster 4700,1570,t1_NODE_98_length_1570_cov_3.582178,96.62,False
Cluster 4700,1597,t1_NODE_161_length_1597_cov_3.853437,100.00,True
Cluster 4701,1597,t1_NODE_208_length_1597_cov_5.302205,100.00,True
Cluster 4702,1076,t1_NODE_1611_length_1076_cov_1.601371,90.33,False
Cluster 4702,1597,t1_NODE_742_length_1597_cov_6.623217,100.00,True
Cluster 4703,1597,t1_NODE_743_length_1597_cov_3.271725,100.00,True
Cluster 4704,1596,t1_NODE_981_length_1596_cov_2.038287,100.00,True
Cluster 4705,1596,t1_NODE_982_length_1596_cov_1.683971,100.00,True
Cluster 4706,1596,t1_NODE_204_length_1596_cov_1.886437,100.00,True
Cluster 4706,1574,t1_NODE_354_length_1574_cov_1.712311,93.27,False
Cluster 4707,1219,t1_NODE_2148_length_1219_cov_3.536942,93.93,False
Cluster 4707,1596,t1_NODE_387_length_1596_cov_2.869565,100.00,True
Cluster 4707,1371,t1_NODE_136_length_1371_cov_3.595745,90.15,False
Cluster 4707,1094,t1_NODE_793_length_1094_cov_6.269490,98.81,False
Cluster 4708,1596,t1_NODE_465_length_1596_cov_9.098637,100.00,True
Cluster 4709,1596,t1_NODE_466_length_1596_cov_2.646982,100.00,True
Cluster 4710,1596,t1_NODE_623_length_1596_cov_2.793640,100.00,True
Cluster 4711,1067,t1_NODE_1266_length_1067_cov_2.433794,94.47,False
Cluster 4711,1021,t1_NODE_1875_length_1021_cov_1.476190,95.89,False
Cluster 4711,1596,t1_NODE_362_length_1596_cov_3.088903,100.00,True
Cluster 4712,1091,t1_NODE_1111_length_1091_cov_5.539575,90.65,False
Cluster 4712,1428,t1_NODE_119_length_1428_cov_2.546977,89.64,False
Cluster 4712,1067,t1_NODE_1081_length_1067_cov_7.411067,98.22,False
Cluster 4712,1596,t1_NODE_745_length_1596_cov_10.836470,100.00,True
Cluster 4713,1595,t1_NODE_983_length_1595_cov_11.001299,100.00,True
Cluster 4713,1502,t1_NODE_152_length_1502_cov_5.035245,98.67,False
Cluster 4713,1542,t1_NODE_450_length_1542_cov_4.956960,95.20,False
Cluster 4714,1595,t1_NODE_335_length_1595_cov_2.931818,100.00,True
Cluster 4715,1595,t1_NODE_93_length_1595_cov_6.324675,100.00,True
Cluster 4715,1010,t1_NODE_957_length_1010_cov_4.514136,98.02,False
Cluster 4716,1595,t1_NODE_159_length_1595_cov_4.700000,100.00,True
Cluster 4717,1595,t1_NODE_467_length_1595_cov_2.788961,100.00,True
Cluster 4718,1595,t1_NODE_625_length_1595_cov_2.428571,100.00,True
Cluster 4719,1595,t1_NODE_373_length_1595_cov_2.180519,100.00,True
Cluster 4720,1076,t1_NODE_492_length_1076_cov_2.664055,85.97,False
Cluster 4720,1595,t1_NODE_163_length_1595_cov_2.148052,100.00,True
Cluster 4720,1010,t1_NODE_1241_length_1010_cov_3.402094,85.64,False
Cluster 4721,1594,t1_NODE_90_length_1594_cov_2.498376,100.00,True
Cluster 4722,1594,t1_NODE_984_length_1594_cov_13.092917,100.00,True
Cluster 4722,1431,t1_NODE_191_length_1431_cov_3.381541,94.76,False
Cluster 4722,1461,t1_NODE_440_length_1461_cov_6.307255,91.10,False
Cluster 4722,1413,t1_NODE_362_length_1413_cov_5.821797,99.15,False
Cluster 4723,1532,t1_NODE_1103_length_1532_cov_4.662153,92.69,False
Cluster 4723,1594,t1_NODE_338_length_1594_cov_3.170890,100.00,True
Cluster 4724,1594,t1_NODE_339_length_1594_cov_2.795971,100.00,True
Cluster 4725,1594,t1_NODE_409_length_1594_cov_9.937622,100.00,True
Cluster 4726,1030,t1_NODE_137_length_1030_cov_14.779487,92.91,False
Cluster 4726,1187,t1_NODE_322_length_1187_cov_18.776502,89.72,False
Cluster 4726,1089,t1_NODE_294_length_1089_cov_23.721470,92.84,False
Cluster 4726,1281,t1_NODE_157_length_1281_cov_16.296085,86.96,False
Cluster 4726,1066,t1_NODE_3133_length_1066_cov_42.902077,95.31,False
Cluster 4726,1067,t1_NODE_225_length_1067_cov_6.443676,94.75,False
Cluster 4726,1359,t1_NODE_678_length_1359_cov_42.210123,85.06,False
Cluster 4726,1115,t1_NODE_1118_length_1115_cov_17.432075,92.02,False
Cluster 4726,1148,t1_NODE_286_length_1148_cov_17.257091,91.46,False
Cluster 4726,1176,t1_NODE_578_length_1176_cov_30.457627,90.39,False
Cluster 4726,1211,t1_NODE_659_length_1211_cov_26.808824,89.10,False
Cluster 4726,1062,t1_NODE_518_length_1062_cov_9.892751,93.97,False
Cluster 4726,1046,t1_NODE_503_length_1046_cov_19.234107,94.74,False
Cluster 4726,1166,t1_NODE_321_length_1166_cov_16.652565,85.16,False
Cluster 4726,1112,t1_NODE_1692_length_1112_cov_36.771050,92.00,False
Cluster 4726,1228,t1_NODE_743_length_1228_cov_28.419437,88.44,False
Cluster 4726,1594,t1_NODE_363_length_1594_cov_20.609487,100.00,True
Cluster 4726,1203,t1_NODE_577_length_1203_cov_22.486063,88.28,False
Cluster 4726,1189,t1_NODE_511_length_1189_cov_24.289242,89.49,False
Cluster 4726,1200,t1_NODE_1679_length_1200_cov_49.982533,89.33,False
Cluster 4727,1009,t1_NODE_604_length_1009_cov_3.661426,86.92,False
Cluster 4727,1208,t1_NODE_532_length_1208_cov_2.228968,88.74,False
Cluster 4727,1594,t1_NODE_364_length_1594_cov_2.415854,100.00,True
Cluster 4728,1594,t1_NODE_211_length_1594_cov_4.278752,100.00,True
Cluster 4729,1363,t1_NODE_146_length_1363_cov_2.120795,95.23,False
